label,family,cadence,repeated,exit,final_equity,total_return,cagr,max_drawdown_pct,max_drawdown_abs,calmar,sortino,sharpe_like,ulcer_index,cvar_95_daily,time_in_drawdown_pct,avg_invested_pct,deployed_total,n_buys,n_sells,exited_early
dca48|maexit200b|monthly|1shot,dca,monthly,False,maexit200b,9332240.15,-0.066776,-0.005288,0.114563,1146274.55,-0.0462,-0.0839,-0.3118,6.603,9.5e-05,0.9988,0.0054,2083333.33,10,1,True
dca48|maexit200b|monthly|rot,dca,monthly,True,maexit200b,9332240.15,-0.066776,-0.005288,0.114563,1146274.55,-0.0462,-0.0839,-0.3118,6.603,9.5e-05,0.9988,0.0054,2083333.33,10,1,True
trend200|maexit200|daily|rot,trend,daily,True,maexit200,9797769.2,-0.020223,-0.001566,0.032872,328744.62,-0.0476,-0.0933,-0.361,1.9883,2.5e-05,0.9991,0.0014,605783.87,199,1,True
dca24|maexit200|monthly|1shot,dca,monthly,False,maexit200,8664480.3,-0.133552,-0.010937,0.228997,2292549.1,-0.0478,-0.079,-0.2877,13.1986,0.0002,0.9988,0.0112,4166666.67,10,1,True
dca24|maexit200|monthly|rot,dca,monthly,True,maexit200,8664480.3,-0.133552,-0.010937,0.228997,2292549.1,-0.0478,-0.079,-0.2877,13.1986,0.0002,0.9988,0.0112,4166666.67,10,1,True
dca24|maexit200b|monthly|1shot,dca,monthly,False,maexit200b,8664480.3,-0.133552,-0.010937,0.228997,2292549.1,-0.0478,-0.079,-0.2877,13.1986,0.0002,0.9988,0.0112,4166666.67,10,1,True
dca24|maexit200b|monthly|rot,dca,monthly,True,maexit200b,8664480.3,-0.133552,-0.010937,0.228997,2292549.1,-0.0478,-0.079,-0.2877,13.1986,0.0002,0.9988,0.0112,4166666.67,10,1,True
dca48|maexit200|daily|rot,dca,daily,True,maexit200,9340944.27,-0.065906,-0.005216,0.10711,1071355.24,-0.0487,-0.0906,-0.3476,6.4787,8.5e-05,0.9991,0.0047,1984126.98,200,1,True
scaled_invvol|maexit200|monthly|1shot,scaled,monthly,False,maexit200,9836808.14,-0.016319,-0.001261,0.025302,253021.65,-0.0499,-0.1013,-0.3924,1.5999,2e-05,0.9997,0.0011,432095.92,10,1,True
scaled_invvol|maexit200|monthly|rot,scaled,monthly,True,maexit200,9836808.14,-0.016319,-0.001261,0.025302,253021.65,-0.0499,-0.1013,-0.3924,1.5999,2e-05,0.9997,0.0011,432095.92,10,1,True
